street_address,location_area,municipality,final_price,price_per_m2,price_change_percent,sold_date,living_area_m2,non_living_area_m2,rooms,plot_area_m2,url
Herman Flodkvists väg 15,Ultuna,Uppsala kommun,5200000,88135.59,-5.0,,59.0,68.0,4.0,841.0,/salda/villa-4rum-ultuna-uppsala-kommun-herman-flodkvists-vag-15-2615594335818784784
Betgatan 26,Årsta,Uppsala kommun,5260000,35302.01,5.0,,149.0,,6.0,322.0,/salda/villa-6rum-arsta-uppsala-kommun-betgatan-26-4044621980074831683
Huges väg 13,Gamla Uppsala,Uppsala kommun,7820000,64098.36,1.0,,122.0,177.0,8.0,1053.0,/salda/villa-8rum-gamla-uppsala-uppsala-kommun-huges-vag-13-4611464604330411980
Svalvägen 9,Sunnersta,Uppsala kommun,6500000,33678.76,3.0,,193.0,134.0,7.0,1143.0,/salda/villa-7rum-sunnersta-uppsala-kommun-svalvagen-9-5402945438393542612
Tomatgatan 35,Årsta,Uppsala kommun,6210000,39807.69,-4.0,,156.0,31.0,6.0,762.0,/salda/villa-6rum-arsta-uppsala-kommun-tomatgatan-35-637488956223297240
Ekvägen 8B,Sunnersta,Uppsala kommun,6850000,58547.01,30.0,,117.0,,4.0,868.0,/salda/villa-4rum-sunnersta-uppsala-kommun-ekvagen-8b-4366499646362317907
Kärrvägen 1,Norby,Uppsala kommun,6925000,42484.66,-1.0,,163.0,121.0,6.0,914.5,/salda/villa-6rum-norby-uppsala-kommun-karrvagen-1-6673461157093123599
Bertilsvägen 19A,Berthåga,Uppsala kommun,6550000,37643.68,9.0,,174.0,,7.0,1024.0,/salda/villa-7rum-berthaga-uppsala-kommun-bertilsvagen-19a-409619920960033425
Enskiftesvägen 21,Valsätra,Uppsala kommun,7650000,52758.62,28.0,,145.0,10.0,5.0,645.0,/salda/villa-5rum-valsatra-uppsala-kommun-enskiftesvagen-21-6184304681878326671
Genetikvägen 39,Ultuna,Uppsala kommun,6400000,48854.96,3.0,,131.0,,5.0,496.0,/salda/villa-5rum-ultuna-uppsala-kommun-genetikvagen-39-1525090657947243908
Malma parkväg 11A,Norby,Uppsala kommun,6020000,83611.11,34.0,,72.0,72.0,4.0,806.0,/salda/villa-4rum-norby-uppsala-kommun-malma-parkvag-11a-3386501330386290349
Säves väg 2,Uppsala,Uppsala kommun,6750000,54878.05,1.0,,123.0,61.0,5.0,159.0,/salda/villa-5rum-uppsala-uppsala-kommun-saves-vag-2-1732549850136085267
Sandstensvägen 7,Herrhagen,Uppsala kommun,7500000,45731.71,16.0,,164.0,,7.0,984.0,/salda/villa-7rum-herrhagen-uppsala-kommun-sandstensvagen-7-8646364031289233411
Svankärrsvägen 8A,Sunnersta,Uppsala kommun,6450000,47426.47,22.0,,136.0,8.0,5.0,386.0,/salda/villa-5rum-sunnersta-uppsala-kommun-svankarrsvagen-8a-3416912611148719623
Heimdalsvägen 3 A,Sunnersta,Uppsala kommun,6150000,66129.03,23.0,,93.0,,5.0,1494.0,/salda/villa-5rum-sunnersta-uppsala-kommun-heimdalsvagen-3-a-3791874924618932941
Syréngatan 2,Fålhagen,Uppsala kommun,12450000,69166.67,8.0,,180.0,90.0,8.0,696.9,/salda/villa-8rum-falhagen-uppsala-kommun-syrengatan-2-362251931069658899
S:t Johannesgatan 23B,Centrum Uppsala,Uppsala kommun,7800000,53424.66,-8.0,,146.0,3.0,6.0,103.0,/salda/villa-6rum-centrum-uppsala-uppsala-kommun-s-t-johannesgatan-23b-8362418098807809598
Stabby allé 10C,Luthagen - Stabby,Uppsala kommun,7300000,52142.86,4.0,,140.0,70.0,5.0,206.0,/salda/villa-5rum-luthagen-stabby-uppsala-kommun-stabby-alle-10c-6102142237932404778
Rubinvägen 11,Herrhagen,Uppsala kommun,4350000,41826.92,2.0,,104.0,7.0,5.0,263.0,/salda/villa-5rum-herrhagen-uppsala-kommun-rubinvagen-11-2329423451763931275
Blåhakevägen 25,Sunnersta,Uppsala kommun,5700000,34545.45,0.0,,165.0,53.0,5.0,846.0,/salda/villa-5rum-sunnersta-uppsala-kommun-blahakevagen-25-6601395314026904962
Hörnstensvägen 4 A,Norby,Uppsala kommun,9011000,59282.89,20.0,,152.0,,7.0,872.0,/salda/villa-7rum-norby-uppsala-kommun-hornstensvagen-4-a-872499594719077025
Ekolnsvägen 13B,Sunnersta,Uppsala kommun,9000000,56250.0,23.0,,160.0,,7.0,902.0,/salda/villa-7rum-sunnersta-uppsala-kommun-ekolnsvagen-13b-7568236656556337782
Albertsvägen 10,Berthåga,Uppsala kommun,6715000,47288.73,3.0,,142.0,142.0,7.0,802.5,/salda/villa-7rum-berthaga-uppsala-kommun-albertsvagen-10-3747100533507986078
Flottiljgatan 3,Bärby Hage,Uppsala kommun,6400000,77108.43,7.0,,83.0,83.0,5.0,777.0,/salda/villa-5rum-barby-hage-uppsala-kommun-flottiljgatan-3-7751255496335156746
Ynglingagatan 9,Svartbäcken,Uppsala kommun,6325000,91666.67,6.0,,69.0,65.0,6.0,600.0,/salda/villa-6rum-svartbacken-uppsala-kommun-ynglingagatan-9-7730087925291438104
Stenbergsvägen 2D,Eriksberg,Uppsala kommun,7720000,42417.58,-4.0,,182.0,20.0,7.0,746.0,/salda/villa-7rum-eriksberg-uppsala-kommun-stenbergsvagen-2d-4135620689940014926
Vattholmavägen 76,Gamla Uppsala,Uppsala kommun,5800000,64444.44,-2.0,,90.0,,3.0,1311.0,/salda/villa-3rum-gamla-uppsala-uppsala-kommun-vattholmavagen-76-904300591289696656
Pimpstensvägen 16,Herrhagen,Uppsala kommun,5700000,40140.85,10.0,,142.0,9.0,5.0,479.0,/salda/villa-5rum-herrhagen-uppsala-kommun-pimpstensvagen-16-3775230224538663003
Norbyvägen 58,Norby,Uppsala kommun,7050000,43788.82,1.0,,161.0,90.0,8.0,1007.0,/salda/villa-8rum-norby-uppsala-kommun-norbyvagen-58-3713200038305674684
Kvarnbogatan 27,Kungsgärdet,Uppsala kommun,9850000,108241.76,24.0,,91.0,71.0,4.0,542.0,/salda/villa-4rum-kungsgardet-uppsala-kommun-kvarnbogatan-27-6973757409077670972
Vilanvägen 31,Nåntuna-Vilan,Uppsala kommun,6510000,75697.67,5.0,,86.0,86.0,4.0,740.0,/salda/villa-4rum-nantuna-vilan-uppsala-kommun-vilanvagen-31-2746788649094083696
Gårdsvägen 12,Bergsbrunna,Uppsala kommun,6450000,47777.78,0.0,,135.0,9.0,5.0,894.0,/salda/villa-5rum-bergsbrunna-uppsala-kommun-gardsvagen-12-1964434907830125194
Mariedalsgatan 32,Slavsta,Uppsala kommun,6715000,49375.0,22.0,,136.0,,5.0,491.0,/salda/villa-5rum-slavsta-uppsala-kommun-mariedalsgatan-32-6098925457551428108
Ölandsresan 31,Sävja,Uppsala kommun,4930000,39126.98,23.0,,126.0,,5.0,240.0,/salda/villa-5rum-savja-uppsala-kommun-olandsresan-31-5215229689379875909
Källarbäcksvägen 59,Vilan,Uppsala kommun,6300000,37278.11,0.0,,169.0,22.0,8.0,940.0,/salda/villa-8rum-vilan-uppsala-kommun-kallarbacksvagen-59-5824719394554209471
Björklundavägen 10,Norby,Uppsala kommun,7800000,72222.22,30.0,,108.0,108.0,6.0,1376.0,/salda/villa-6rum-norby-uppsala-kommun-bjorklundavagen-10-8441481559475959047
Torgrims väg 2,Gamla Uppsala,Uppsala kommun,6160000,55495.5,3.0,,111.0,111.0,5.0,783.0,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-torgrims-vag-2-6527593002973368560
Kohagsvägen 10B,Sunnersta,Uppsala kommun,5250000,35000.0,0.0,,150.0,34.0,6.0,745.0,/salda/villa-6rum-sunnersta-uppsala-kommun-kohagsvagen-10b-1951334910672728726
Dan Anderssonsgatan 4,Nyby,Uppsala kommun,6450000,39570.55,8.0,,163.0,32.0,5.0,512.0,/salda/villa-5rum-nyby-uppsala-kommun-dan-anderssonsgatan-4-1837855245492707089
Långvägen 17,Sunnersta,Uppsala kommun,7100000,49650.35,23.0,,143.0,75.0,7.0,1245.4,/salda/villa-7rum-sunnersta-uppsala-kommun-langvagen-17-1980966709932348920
Stenbergsvägen 1A,Eriksberg,Uppsala kommun,7900000,45930.23,1.0,,172.0,33.0,7.0,949.7,/salda/villa-7rum-eriksberg-uppsala-kommun-stenbergsvagen-1a-2241426773329468198
Balders väg 5A,Gamla Uppsala,Uppsala kommun,7050000,55952.38,9.0,,126.0,17.0,5.0,1187.0,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-balders-vag-5a-4919736469311992335
Ledungsvägen 7,Gamla Uppsala,Uppsala kommun,8450000,,6.0,,,,5.0,753.0,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-ledungsvagen-7-6475826100145291773
Källbovägen 20C,Gamla Gottsunda,Uppsala kommun,7350000,44817.07,14.0,,164.0,7.0,5.0,563.0,/salda/villa-5rum-gamla-gottsunda-uppsala-kommun-kallbovagen-20c-3882058428951784381
Linvägen 30,Nåntuna-Vilan,Uppsala kommun,8000000,52980.13,14.0,,151.0,,5.0,796.0,/salda/villa-5rum-nantuna-vilan-uppsala-kommun-linvagen-30-5088802936244520816
Billvägen 11,Valsätra,Uppsala kommun,5810000,52818.18,12.0,,110.0,110.0,5.0,536.7,/salda/villa-5rum-valsatra-uppsala-kommun-billvagen-11-5246619625028440081
Malma bergsväg 15A,Norby,Uppsala kommun,7700000,43258.43,-2.0,,178.0,11.0,6.0,,/salda/villa-6rum-norby-uppsala-kommun-malma-bergsvag-15a-2569184180746569497
Värnlundsgatan 18,Nyby,Uppsala kommun,6025000,36963.19,5.0,,163.0,,6.0,400.0,/salda/villa-6rum-nyby-uppsala-kommun-varnlundsgatan-18-6353982663955910478
Gärdesvägen 12 A,Sunnersta,Uppsala kommun,5120000,56888.89,28.0,,90.0,,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-gardesvagen-12-a-843135018722168055
Lövängsvägen 10,Vårdsätra,Uppsala kommun,10625000,59357.54,12.0,,179.0,7.0,8.0,2064.0,/salda/villa-8rum-vardsatra-uppsala-kommun-lovangsvagen-10-1306935448551736738
Bergsbrunna villaväg 33,Bergsbrunna,Uppsala kommun,3900000,55714.29,-2.0,,70.0,66.0,5.0,1083.0,/salda/villa-5rum-bergsbrunna-uppsala-kommun-bergsbrunna-villavag-33-2941986809847698216
Gärdesvägen 7 B,Sunnersta,Uppsala kommun,5750000,60526.32,-2.0,,95.0,96.0,4.5,936.0,"/salda/villa-4,5rum-sunnersta-uppsala-kommun-gardesvagen-7-b-2436005736914787449"
Södra Banvägen 11,Bergsbrunna,Uppsala kommun,4300000,33858.27,1.0,,127.0,,4.0,415.0,/salda/villa-4rum-bergsbrunna-uppsala-kommun-sodra-banvagen-11-5056289768491916751
Fältvägen 11 B,Norby,Uppsala kommun,6430000,50629.92,43.0,,127.0,8.0,4.0,1288.0,/salda/villa-4rum-norby-uppsala-kommun-faltvagen-11-b-6406526018811608839
Jordgubbsgatan 5,Årsta,Uppsala kommun,6400000,48120.3,23.0,,133.0,110.0,6.0,983.0,/salda/villa-6rum-arsta-uppsala-kommun-jordgubbsgatan-5-1511463
Gamla Börjevägen 70,Uppsala,Uppsala kommun,7800000,32098.77,-2.0,,243.0,50.0,6.0,3671.0,/salda/villa-6rum-uppsala-uppsala-kommun-gamla-borjevagen-70-1510873
Slånvägen 9,Vårdsätra,Uppsala kommun,8400000,54545.45,23.0,,154.0,,5.0,1912.0,/salda/villa-5rum-vardsatra-uppsala-kommun-slanvagen-9-1508200
Nåntuna backe 28,Nåntuna Backe,Uppsala kommun,6525000,40781.25,13.0,,160.0,,6.0,689.0,/salda/villa-6rum-nantuna-backe-uppsala-kommun-nantuna-backe-28-1507443
Gråbergsvägen 11,Eriksberg,Uppsala kommun,10000000,50000.0,5.0,,200.0,111.0,11.0,1371.0,/salda/villa-11rum-eriksberg-uppsala-kommun-grabergsvagen-11-1500257
Valhallagatan 8,Uppsala,Uppsala kommun,6700000,70526.32,14.0,,95.0,55.0,4.0,814.0,/salda/villa-4rum-svartbacken-uppsala-kommun-valhallagatan-8-1504070
Bergsbrunna villaväg 6E,Uppsala,Uppsala kommun,14600000,43582.09,1.0,,335.0,86.0,10.0,1446.0,/salda/villa-10rum-bergsbrunna-savja-uppsala-kommun-bergsbrunna-villavag-6e-1503422
Stenbergsvägen 7,Eriksberg,Uppsala kommun,7000000,54687.5,-7.0,,128.0,125.0,7.0,1205.0,/salda/villa-7rum-eriksberg-uppsala-kommun-stenbergsvagen-7-1503042
Odlingsvägen 2A,Gottsunda-Gipen/Södra Gottsunda,Uppsala kommun,7150000,40168.54,-5.0,,178.0,,5.0,1151.0,/salda/villa-5rum-gottsunda-gipen-sodra-gottsunda-uppsala-kommun-odlingsvagen-2a-1500959
Fålhagsgatan 16,Fålhagen,Uppsala kommun,10000000,67567.57,8.0,,148.0,88.0,6.0,603.6,/salda/villa-6rum-falhagen-uppsala-kommun-falhagsgatan-16-1501041
Tallbacksvägen 60B,Norby,Uppsala kommun,9000000,47368.42,0.0,,190.0,,6.0,753.0,/salda/villa-6rum-norby-uppsala-kommun-tallbacksvagen-60b-1500098
Häckvägen 5 B,Sunnersta,Uppsala kommun,6925000,49464.29,9.0,,140.0,50.0,5.0,756.0,/salda/villa-5rum-sunnersta-uppsala-kommun-hackvagen-5-b-1499923
Lyssnavägen 5B,Uppsala,Uppsala kommun,6000000,32258.06,33.0,,186.0,112.0,7.0,733.0,/salda/villa-7rum-uppsala-uppsala-kommun-lyssnavagen-5b-1496597
Auroragatan 6,Svartbäcken,Uppsala kommun,7765000,45676.47,4.0,,170.0,58.0,5.0,632.6,/salda/villa-5rum-svartbacken-uppsala-kommun-auroragatan-6-1495519
Nya Valsätravägen 25,Norby,Uppsala kommun,7995000,53300.0,0.0,,150.0,222.0,11.0,904.0,/salda/villa-11rum-norby-uppsala-kommun-nya-valsatravagen-25-1495384
Talgoxvägen 6B,Sunnersta,Uppsala kommun,6520000,43178.81,19.0,,151.0,151.0,8.0,1290.1,/salda/villa-8rum-sunnersta-uppsala-kommun-talgoxvagen-6b-1495233
Raketgatan 11,Bärby Hage,Uppsala kommun,7700000,46666.67,10.0,,165.0,19.0,5.0,856.0,/salda/villa-5rum-barby-hage-uppsala-kommun-raketgatan-11-1495349
Klarbärsgatan 71,Slavsta,Uppsala kommun,5500000,41044.78,10.0,,134.0,,6.0,211.0,/salda/villa-6rum-slavsta-uppsala-kommun-klarbarsgatan-71-1491743
Klarbärsgatan 51,Slavsta,Uppsala kommun,5850000,43014.71,3.0,,136.0,,6.0,399.0,/salda/villa-6rum-slavsta-uppsala-kommun-klarbarsgatan-51-1491672
Rättikgatan 6,Årsta,Uppsala kommun,6650000,47500.0,12.0,,140.0,8.0,6.0,858.0,/salda/villa-6rum-arsta-uppsala-kommun-rattikgatan-6-1491125
Källstigen 29,Bergsbrunna-Uppsävja,Uppsala kommun,5060000,36666.67,2.0,,138.0,130.0,5.0,1244.0,/salda/villa-5rum-bergsbrunna-uppsavja-uppsala-kommun-kallstigen-29-1490439
Jägarvägen 3,Sunnersta,Uppsala kommun,8700000,62589.93,25.0,,139.0,135.0,8.0,1510.0,/salda/villa-8rum-sunnersta-uppsala-kommun-jagarvagen-3-1488077
Floragatan 8,Luthagen,Uppsala kommun,13750000,72751.32,26.0,,189.0,89.0,7.0,668.0,/salda/villa-7rum-luthagen-uppsala-kommun-floragatan-8-1487019
Anundsgatan 1,Svartbäcken,Uppsala kommun,10900000,52912.62,-1.0,,206.0,86.0,8.0,826.0,/salda/villa-8rum-svartbacken-uppsala-kommun-anundsgatan-1-1483735
Persiljegatan 2,Årsta,Uppsala kommun,6100000,57009.35,11.0,,107.0,14.0,6.0,1232.0,/salda/villa-6rum-arsta-uppsala-kommun-persiljegatan-2-1482340
Svalvägen 6B,Sunnersta,Uppsala kommun,7000000,36649.21,9.0,,191.0,38.0,6.0,962.0,/salda/villa-6rum-sunnersta-uppsala-kommun-svalvagen-6b-1481423
Lökgatan 7,Årsta Uppsala,Uppsala kommun,6000000,33333.33,9.0,,180.0,101.0,8.0,937.0,/salda/villa-8rum-arsta-uppsala-uppsala-kommun-lokgatan-7-1481299
Jägarvägen 9,Sunnersta,Uppsala kommun,5800000,57425.74,17.0,,101.0,60.0,5.0,901.0,/salda/villa-5rum-sunnersta-uppsala-kommun-jagarvagen-9-1479517
Tistronvägen 3,Uppsala,Uppsala kommun,12300000,71098.27,0.0,,173.0,,6.0,1490.0,/salda/villa-6rum-uppsala-uppsala-kommun-tistronvagen-3-1478401
Lövängsvägen 34,Vårdsätra,Uppsala kommun,9750000,51587.3,6.0,,189.0,155.0,10.0,1788.0,/salda/villa-10rum-vardsatra-uppsala-kommun-lovangsvagen-34-1478157
Blåhakevägen 14,Sunnersta,Uppsala kommun,4850000,32333.33,-8.0,,150.0,,7.0,892.7,/salda/villa-7rum-sunnersta-uppsala-kommun-blahakevagen-14-1478040
Milstensvägen 34,Herrhagen,Uppsala kommun,6500000,43624.16,8.0,,149.0,7.0,7.0,661.0,/salda/villa-7rum-herrhagen-uppsala-kommun-milstensvagen-34-1476805
Källarbäcksvägen 67,Vilan,Uppsala kommun,5860000,46141.73,13.0,,127.0,,4.0,936.0,/salda/villa-4rum-vilan-uppsala-kommun-kallarbacksvagen-67-1476720
Skogsmyrsvägen 4A,Norby,Uppsala kommun,7400000,45679.01,-7.0,,162.0,181.0,9.0,802.7,/salda/villa-9rum-norby-uppsala-kommun-skogsmyrsvagen-4a-1476579
Lövsångarvägen 1,Sunnersta,Uppsala kommun,6350000,33776.6,-15.0,,188.0,217.0,8.0,1175.0,/salda/villa-8rum-sunnersta-uppsala-kommun-lovsangarvagen-1-1476563
Hällvägen 13,Bergsbrunna,Uppsala kommun,4200000,70000.0,3.0,,60.0,44.0,2.0,1518.0,/salda/villa-2rum-bergsbrunna-uppsala-kommun-hallvagen-13-1474657
Hösträngsvägen 12,Valsätra,Uppsala kommun,5450000,38928.57,0.0,,140.0,166.0,8.0,450.0,/salda/villa-8rum-valsatra-uppsala-kommun-hostrangsvagen-12-1473044
Fålhagsgatan 34,Fålhagen,Uppsala kommun,7495000,81467.39,0.0,,92.0,60.0,5.0,595.0,/salda/villa-5rum-falhagen-uppsala-kommun-falhagsgatan-34-1472814
Lilljeborgsvägen 10,Kåbo,Uppsala kommun,12500000,87412.59,-9.0,,143.0,79.0,5.0,1059.0,/salda/villa-5rum-kabo-uppsala-kommun-lilljeborgsvagen-10-1472539
Malma ringväg 41B,Norby,Uppsala kommun,5880000,32849.16,18.0,,179.0,,7.0,254.0,/salda/villa-7rum-norby-uppsala-kommun-malma-ringvag-41b-1469541
Milstensvägen 39,Stenhagen,Uppsala kommun,6300000,40909.09,5.0,,154.0,,6.0,640.0,/salda/villa-6rum-stenhagen-uppsala-kommun-milstensvagen-39-1468943
Läbygatan 13,Kungsgärdet/Kåbo,Uppsala kommun,8625000,88010.2,15.0,,98.0,98.0,6.0,519.1,/salda/villa-6rum-kungsgardet-kabo-uppsala-kommun-labygatan-13-1466819
Rälsvägen 51,Uppsala,Uppsala kommun,6100000,59223.3,13.0,,103.0,44.0,7.0,681.0,/salda/villa-7rum-uppsala-uppsala-kommun-ralsvagen-51-1464550
Rödbetsgatan 28,Uppsala,Uppsala kommun,6370000,50960.0,7.0,,125.0,24.0,6.0,1149.0,/salda/villa-6rum-arsta-brillinge-vaksala-uppsala-kommun-rodbetsgatan-28-1463995
Kornettvägen 3,Gottsunda,Uppsala kommun,6800000,53125.0,14.0,,128.0,127.0,9.0,1598.5,/salda/villa-9rum-gottsunda-uppsala-kommun-kornettvagen-3-1465036
Ynglingagatan 4A,Svartbäcken,Uppsala kommun,6295000,91231.88,0.0,,69.0,65.0,4.0,459.0,/salda/villa-4rum-svartbacken-uppsala-kommun-ynglingagatan-4a-1458297
Södra Parkvägen 21,Norby,Uppsala kommun,8000000,43478.26,7.0,,184.0,7.0,6.0,837.0,/salda/villa-6rum-norby-uppsala-kommun-sodra-parkvagen-21-1458135
Bergsbrunna villaväg 40,Bergsbrunna,Uppsala kommun,8100000,44505.49,1.0,,182.0,60.0,7.0,2411.0,/salda/villa-7rum-bergsbrunna-uppsala-kommun-bergsbrunna-villavag-40-1455509
Pilotgatan 3,Bärby Hage,Uppsala kommun,8250000,63953.49,3.0,,129.0,120.0,6.0,918.0,/salda/villa-6rum-barby-hage-uppsala-kommun-pilotgatan-3-1455185
Alice Tegnérs väg 16,Gottsunda,Uppsala kommun,3500000,26717.56,6.0,,131.0,,6.0,125.0,/salda/villa-6rum-gottsunda-uppsala-kommun-alice-tegners-vag-16-1454389
Pumpvägen 9,Bergsbrunna,Uppsala kommun,4425000,130147.06,27.0,,34.0,6.0,,1260.0,/salda/villa-34m2-bergsbrunna-uppsala-kommun-pumpvagen-9-1453310
Klippvägen 7,Sunnersta,Uppsala kommun,8700000,48066.3,25.0,,181.0,103.0,6.0,1084.0,/salda/villa-6rum-sunnersta-uppsala-kommun-klippvagen-7-1454185
Nåntuna backe 41,Nåntuna,Uppsala kommun,5795000,38633.33,0.0,,150.0,,4.0,775.0,/salda/villa-4rum-nantuna-uppsala-kommun-nantuna-backe-41-1451064
Kadettgatan 8,Bärby Hage,Uppsala kommun,5500000,65476.19,38.0,,84.0,84.0,4.0,732.0,/salda/villa-4rum-barby-hage-uppsala-kommun-kadettgatan-8-1450916
Klippvägen 19,Sunnersta,Uppsala kommun,11000000,40892.19,14.0,,269.0,50.0,7.0,1111.0,/salda/villa-7rum-sunnersta-uppsala-kommun-klippvagen-19-1449439
Källbovägen 6B,Gottsunda,Uppsala kommun,7550000,42415.73,12.0,,178.0,,6.0,934.0,/salda/villa-6rum-gottsunda-uppsala-kommun-kallbovagen-6b-1448167
Linvägen 24,Nåntuna,Uppsala kommun,7400000,46250.0,9.0,,160.0,,5.0,671.0,/salda/villa-5rum-nantuna-uppsala-kommun-linvagen-24-1446883
Betgatan 32,Årsta,Uppsala kommun,5550000,58421.05,,,95.0,95.0,6.0,229.0,/salda/villa-6rum-arsta-uppsala-kommun-betgatan-32-1445876
Pilvägen 6,Norby,Uppsala kommun,7100000,45806.45,29.0,,155.0,105.0,9.0,1183.0,/salda/villa-9rum-norby-uppsala-kommun-pilvagen-6-1444540
Bernadottestigen 26,Valsätra,Uppsala kommun,6525000,40781.25,9.0,,160.0,10.0,5.0,149.0,/salda/villa-5rum-valsatra-uppsala-kommun-bernadottestigen-26-1441752
Hollandsresan 72,Sävja,Uppsala kommun,4515000,34204.55,1.0,,132.0,23.0,6.0,228.0,/salda/villa-6rum-savja-uppsala-kommun-hollandsresan-72-1440666
Österängsgatan 75,Fålhagen,Uppsala kommun,4860000,41186.44,-2.0,,118.0,,4.0,103.0,/salda/villa-4rum-falhagen-uppsala-kommun-osterangsgatan-75-1440430
The Svedbergs gata 7,Rosendal,Uppsala kommun,6900000,55645.16,6.0,,124.0,72.0,5.0,1226.0,/salda/villa-5rum-rosendal-uppsala-kommun-the-svedbergs-gata-7-1439482
Greta Arwidssons väg 58L,Uppsala,Uppsala kommun,5150000,43277.31,0.0,,119.0,,4.0,267.0,/salda/villa-4rum-uppsala-uppsala-kommun-greta-arwidssons-vag-58l-1445298
Grandungevägen 13,Norby,Uppsala kommun,9500000,53072.63,9.0,,179.0,122.0,6.0,1586.0,/salda/villa-6rum-norby-uppsala-kommun-grandungevagen-13-1438475
Tuvängsvägen 17,Norby,Uppsala kommun,6400000,49230.77,8.0,,130.0,60.0,6.0,1037.0,/salda/villa-6rum-norby-uppsala-kommun-tuvangsvagen-17-1436050
Brages väg 12,Gamla Uppsala,Uppsala kommun,7775000,44428.57,7.0,,175.0,112.0,9.0,1200.0,/salda/villa-9rum-gamla-uppsala-uppsala-kommun-brages-vag-12-1435929
Källbokroken 2,Gottsunda,Uppsala kommun,6300000,44055.94,20.0,,143.0,89.0,6.0,844.0,/salda/villa-6rum-gottsunda-uppsala-kommun-kallbokroken-2-1435922
Hällvägen 11,Bergsbrunna,Uppsala kommun,3610000,,21.0,,,,,879.0,/salda/villa-bergsbrunna-uppsala-kommun-hallvagen-11-1435560
Birger Sjöbergsgatan 27,Nyby,Uppsala kommun,5100000,54255.32,36.0,,94.0,,4.0,400.0,/salda/villa-4rum-nyby-uppsala-kommun-birger-sjobergsgatan-27-1435694
Banvägen 2,Bergsbrunna,Uppsala kommun,4910000,28381.5,2.0,,173.0,,7.0,699.0,/salda/villa-7rum-bergsbrunna-uppsala-kommun-banvagen-2-1435091
Skrindvägen 19,Valsätra,Uppsala kommun,5420000,43709.68,23.0,,124.0,73.0,6.0,373.5,/salda/villa-6rum-valsatra-uppsala-kommun-skrindvagen-19-1434981
Kronparksvägen 26 A,Vilan,Uppsala kommun,8025000,47205.88,19.0,,170.0,,6.0,995.0,/salda/villa-6rum-vilan-uppsala-kommun-kronparksvagen-26-a-1433625
Pimpstensvägen 61,Herrhagen,Uppsala kommun,4900000,36567.16,7.0,,134.0,,6.0,378.0,/salda/villa-6rum-herrhagen-uppsala-kommun-pimpstensvagen-61-1431183
Tjudervägen 22,Valsätra,Uppsala kommun,5870000,47338.71,34.0,,124.0,73.0,6.0,439.0,/salda/villa-6rum-valsatra-uppsala-kommun-tjudervagen-22-1438553
Genetikvägen 20,Valsätra-Ultuna,Uppsala kommun,6500000,43624.16,8.0,,149.0,,5.0,488.0,/salda/villa-5rum-valsatra-ultuna-uppsala-kommun-genetikvagen-20-1430601
Malma bergsväg 13,Norby,Uppsala kommun,6100000,54464.29,5.0,,112.0,112.0,9.0,761.0,/salda/villa-9rum-norby-uppsala-kommun-malma-bergsvag-13-1429445
Björkhagsvägen 20A,Norby,Uppsala kommun,6400000,50000.0,10.0,,128.0,,4.0,490.0,/salda/villa-4rum-norby-uppsala-kommun-bjorkhagsvagen-20a-1427461
Rädisegatan 1,Årsta,Uppsala kommun,8925000,64673.91,33.0,,138.0,135.0,,1152.0,/salda/villa-138m2-arsta-uppsala-kommun-radisegatan-1-1426061
Kvarnkullsvägen 2,Brillinge,Uppsala kommun,6000000,58252.43,4.0,,103.0,72.0,7.0,715.0,/salda/villa-7rum-brillinge-uppsala-kommun-kvarnkullsvagen-2-1424293
Husbyborg Enebacken 22,Uppsala,Uppsala kommun,5495000,42269.23,0.0,,130.0,,5.0,1694.0,/salda/villa-5rum-uppsala-stad-uppsala-kommun-husbyborg-enebacken-22-1423491
Vaktelvägen 3,Sunnersta,Uppsala kommun,6460000,40628.93,12.0,,159.0,112.0,6.0,1007.0,/salda/villa-6rum-sunnersta-uppsala-kommun-vaktelvagen-3-1422689
Kumla trädgårdsgata 27,Kumla,Uppsala kommun,6300000,38414.63,-3.0,,164.0,,7.0,514.0,/salda/villa-7rum-kumla-uppsala-kommun-kumla-tradgardsgata-27-1421896
Stenhagsvägen 102,Stenhagen,Uppsala kommun,5230000,43583.33,38.0,,120.0,25.0,5.0,342.0,/salda/villa-5rum-stenhagen-uppsala-kommun-stenhagsvagen-102-1420636
Rättikgatan 15,Årsta,Uppsala kommun,7500000,50000.0,12.0,,150.0,,6.0,986.0,/salda/villa-6rum-arsta-uppsala-kommun-rattikgatan-15-1420119
Tuvängsvägen 17,Norby,Uppsala kommun,6620000,50923.08,11.0,,130.0,60.0,6.0,1037.0,/salda/villa-6rum-norby-uppsala-kommun-tuvangsvagen-17-1419627
Radargatan 2,Bärby Hage,Uppsala kommun,9400000,53714.29,5.0,,175.0,89.0,8.0,1298.3,/salda/villa-8rum-barby-hage-uppsala-kommun-radargatan-2-1418536
Rabeniusvägen 5B,Södra Gottsunda,Uppsala kommun,8150000,38809.52,-4.0,,210.0,,5.5,1259.0,"/salda/villa-5,5rum-sodra-gottsunda-uppsala-kommun-rabeniusvagen-5b-1414916"
